"recorder_id","start_seg","end_seg","species_1","probability_1","species_2","probability_2","species_3","probability_3"
"Anthropogenic","0","3","Anthropogenic","0.8921406865119934","Nothing","0.10222330689430237","Red-throated_Pipit_Anthus_cervinus","0.004168149549514055"
"Anthropogenic","0","3","Anthropogenic","0.9990031123161316","Nothing","0.052725899964571","Red-throated_Pipit_Anthus_cervinus","0.000606024288572371"
"Anthropogenic","0","3","Anthropogenic","0.999990701675415","Corn_Bunting_Emberiza_calandra","0.00110906723421067","Richards_Pipit_Anthus_richardi","6.894159741932526e-05"
"Anthropogenic","0","3","Anthropogenic","0.9860791563987732","Corn_Bunting_Emberiza_calandra","0.030854830518364906","Nothing","0.005694769322872162"
"Anthropogenic","0","3","Anthropogenic","0.9968641400337219","Nothing","0.012244059704244137","Background_birds","0.0008700070902705193"
"Anthropogenic","0","3","Anthropogenic","0.9926539659500122","Jackal","0.0012266231933608651","Black-crowned_Night_Heron_Nycticorax_nycticorax","0.0010385341010987759"
"Anthropogenic","0","3","Anthropogenic","0.9997879862785339","Corn_Bunting_Emberiza_calandra","0.0006458584684878588","Red-throated_Pipit_Anthus_cervinus","0.0004902690998278558"
"Anthropogenic","0","3","Anthropogenic","0.9999821186065674","Corn_Bunting_Emberiza_calandra","0.00036658463068306446","Nothing","0.0003343235293868929"
"Anthropogenic","0","3","Anthropogenic","0.9895867109298706","Barn_Swallow_Hirundo_rustica","0.014872993342578411","Water_Pipit_Anthus_spinoletta","0.007725270930677652"
"Anthropogenic","0","3","Anthropogenic","0.9998925924301147","Corn_Bunting_Emberiza_calandra","0.0016529056010767817","Red-throated_Pipit_Anthus_cervinus","0.0005859729135408998"
"Anthropogenic","0","3","Anthropogenic","0.9986584186553955","Nothing","0.012007706798613071","Corn_Bunting_Emberiza_calandra","0.0032639524433761835"
"Anthropogenic","0","3","Anthropogenic","0.9988052845001221","Background_birds","0.0070915380492806435","Barn_Swallow_Hirundo_rustica","0.0015843991423025727"
"Anthropogenic","0","3","Anthropogenic","0.9958285689353943","Nothing","0.02900264412164688","Jackal","0.007525382097810507"
"Anthropogenic","0","3","Anthropogenic","0.9998446702957153","Background_birds","0.0015216912142932415","Jackal","0.0013295315438881516"
"Anthropogenic","0","3","Anthropogenic","0.9999464750289917","Nothing","0.003305408637970686","Common_Chaffinch_Fringilla_coelebs","0.002395777963101864"
"Anthropogenic","0","3","Anthropogenic","0.999982476234436","Nothing","0.000999737880192697","Background_birds","0.00038064311956986785"
"Anthropogenic","0","3","Anthropogenic","0.9999198913574219","Eurasian_Golden_Oriole","0.000316038349410519","Background_birds","0.00027009673067368567"
"Anthropogenic","0","3","Anthropogenic","0.9991113543510437","Anuran","0.004658155608922243","Common_Chaffinch_Fringilla_coelebs","0.0006742901168763638"
"Anthropogenic","0","3","Anthropogenic","0.9985705614089966","Common_Chaffinch_Fringilla_coelebs","0.002191945444792509","Nothing","0.001099429908208549"
"Anthropogenic","0","3","Anthropogenic","0.9999994039535522","Corn_Bunting_Emberiza_calandra","0.0005484852008521557","Background_birds","0.000453467684565112"
"Anthropogenic","0","3","Anthropogenic","0.999922513961792","Background_birds","0.0004949798458255827","Barn_Swallow_Hirundo_rustica","0.00017781836504582316"
"Anthropogenic","0","3","Anthropogenic","0.9972048401832581","Nothing","0.183430016040802","Background_birds","0.0022581289522349834"
"Anthropogenic","0","3","Anthropogenic","0.9999175071716309","Nothing","0.0018292597960680723","Corn_Bunting_Emberiza_calandra","9.950460662366822e-05"
"Anthropogenic","0","3","Anthropogenic","0.9997461438179016","Nothing","0.0008645843481644988","Background_birds","0.00016457353194709867"
"Anthropogenic","0","3","Anthropogenic","0.9995311498641968","Nothing","0.0003759011160582304","Background_birds","8.459546370431781e-05"
"Anthropogenic","0","3","Anthropogenic","0.9999865293502808","Nothing","0.0008213313412852585","Barn_Swallow_Hirundo_rustica","3.394991654204205e-05"
"Anthropogenic","0","3","Anthropogenic","0.9999939203262329","Nothing","0.0020392490550875664","European_Greenfinch_Chloris_chloris","1.886129393824376e-05"
"Anthropogenic","0","3","Anthropogenic","0.9999686479568481","Nothing","0.0007499633356928825","Song_Thrush_Turdus_philomelos","8.950206392910331e-05"
"Anthropogenic","0","3","Anthropogenic","0.9980223178863525","Nothing","0.0026093346532434225","Background_birds","3.742082117241807e-05"
"Anthropogenic","0","3","Anthropogenic","0.9551560282707214","Nothing","0.30999189615249634","Background_birds","0.005450347904115915"
"Anthropogenic","0","3","Anthropogenic","0.9998722076416016","Nothing","0.00017350722919218242","Barn_Swallow_Hirundo_rustica","4.699781129602343e-05"
"Anthropogenic","0","3","Anthropogenic","0.9999985694885254","Nothing","0.006981769576668739","Common_Chaffinch_Fringilla_coelebs","0.00013854270218871534"
"Anthropogenic","0","3","Anthropogenic","0.9999922513961792","Jackal","0.001401347341015935","Nothing","0.0010737045668065548"
"Anthropogenic","0","3","Anthropogenic","0.9999910593032837","Meadow_Pipit_Anthus_pratensis","0.003434467129409313","Background_birds","0.0013152888277545571"
"Anthropogenic","0","3","Anthropogenic","0.999625563621521","Background_birds","0.002225610427558422","Meadow_Pipit_Anthus_pratensis","0.00091026775771752"
"Anthropogenic","0","3","Anthropogenic","0.9943535327911377","Background_birds","0.0028144028037786484","Nothing","0.00129883480258286"
